source,campaign,influencer_id,user_id,product,date,orders,revenue
Instagram,Campaign_73,354,ab92wc3bnecj,Herbal Skin Care Cream,2024-09-13,74,20018.4
Twitter,Campaign_43,400,q427u1nvmeag,Vital Herbs Mix,2022-11-01,12,33313.61
Instagram,Campaign_68,183,wp82h6sgl5wr,Speciality Supplement Pack,2022-07-27,54,21005.82
YouTube,Campaign_43,174,6zebcvf6fovk,Post Workout Drink,2024-07-05,0,63116.77
Facebook,Campaign_78,460,2hqkq8fkcek2,Fat Burner Capsules,2024-06-28,30,48781.7
YouTube,Campaign_61,434,gpm4ghdomspf,Fat Burner Capsules,2025-05-18,7,61217.21
Twitter,Campaign_71,182,qlfqebiwrcql,Pre Workout Drink,2024-04-25,6,36188.49
Facebook,Campaign_36,422,a6m04yprpaqc,Post Workout Drink,2022-09-24,23,46320.49
YouTube,Campaign_82,186,cgzdn5v38n2u,Vital Herbs Mix,2022-11-10,15,91266.08
YouTube,Campaign_3,91,iziwnt0z85pr,Pre Workout Drink,2023-09-10,54,58007.32
Facebook,Campaign_39,195,cpkfdtbjoj02,Protein Powder,2023-06-06,13,13199.06
YouTube,Campaign_39,138,wy0ufbc16lks,Weight Loss Snack,2025-06-23,5,63177.78
YouTube,Campaign_50,427,2dvgoni9hilz,Protein Powder,2024-10-10,46,19569.15
Facebook,Campaign_3,157,nkq5a36e1jqq,Weight Loss Snack,2024-12-07,52,86823.0
Facebook,Campaign_40,467,xf2a8jc3mzwt,Weight Loss Snack,2023-04-05,53,38219.35
YouTube,Campaign_96,28,y257wuqq4tnd,Herbal Extract,2025-04-29,57,96370.91
Instagram,Campaign_34,436,nqbvr081i1cc,Herbal Extract,2024-06-13,81,30281.68
Facebook,Campaign_29,214,mn3dn1gzcv9n,Pre Workout Drink,2023-01-06,76,98762.83
Facebook,Campaign_10,402,xbv30bmzw753,Multivitamin Tablets,2022-12-24,91,5638.66
Instagram,Campaign_88,64,9mh4qx495ajg,Protein Powder,2023-10-12,69,49420.5
Instagram,Campaign_5,98,atxpxzqu3o19,Vital Herbs Mix,2025-05-12,100,95719.05
Instagram,Campaign_74,308,3x23cus50av7,Fat Burner Capsules,2025-02-06,1,69664.73
Twitter,Campaign_56,214,h4vcku3cqbhe,Speciality Supplement Pack,2025-05-28,38,93163.18
Facebook,Campaign_12,422,yysm4yyq342d,Fat Burner Capsules,2024-05-11,4,60143.47
Facebook,Campaign_69,110,yqzs5dupx06l,Weight Gainer,2023-07-28,62,14886.64
Instagram,Campaign_14,151,brhlvo2y93fm,Post Workout Drink,2022-11-13,46,31183.56
Facebook,Campaign_36,306,348ni747x202,Fat Burner Capsules,2025-06-17,76,52595.4
Facebook,Campaign_66,245,vmbmp050orne,Post Workout Drink,2023-12-15,75,32339.36
Twitter,Campaign_23,110,ee0jq9rvn97y,Herbal Extract,2025-06-18,1,9945.96
YouTube,Campaign_99,468,8xltnvv1gfbc,Pre Workout Drink,2024-08-18,66,28850.75
Facebook,Campaign_3,212,hz6puf3edpvg,Protein Powder,2023-09-16,23,84153.81
Facebook,Campaign_2,19,nyhc1rhloe20,Weight Gainer,2023-04-28,48,65983.14
Twitter,Campaign_8,492,rillpgey18js,Weight Gainer,2025-04-25,29,51242.03
YouTube,Campaign_47,166,euo4vknqufeu,Herbal Extract,2022-11-03,44,10420.6
Instagram,Campaign_91,279,cxsm72ujz4n1,Vital Herbs Mix,2024-09-03,11,30785.8
Twitter,Campaign_18,198,xl8yrr4ckcek,Post Workout Drink,2024-04-11,29,41777.99
Instagram,Campaign_33,245,klmszclm4f8f,Herbal Skin Care Cream,2023-01-24,11,2571.2
Instagram,Campaign_81,21,ws0gv4qmp5jh,Multivitamin Tablets,2024-10-06,35,62174.4
YouTube,Campaign_85,104,dt6293tlo1i7,Weight Loss Snack,2025-03-27,33,84633.29
YouTube,Campaign_52,270,xj2czafr0rwm,Post Workout Drink,2023-05-07,47,15858.28
Facebook,Campaign_12,174,4f7a42s5ww7x,Vital Herbs Mix,2025-04-20,96,58833.53
Instagram,Campaign_47,36,hf4wiq8hlswd,Pre Workout Drink,2025-01-14,22,99154.49
YouTube,Campaign_50,210,lr4knbd9o45f,Pre Workout Drink,2023-09-24,63,20593.07
Facebook,Campaign_40,132,g3mlof683mjo,Speciality Supplement Pack,2022-12-23,79,6992.07
Instagram,Campaign_4,390,zgxua4dqxin6,Multivitamin Tablets,2023-12-20,22,3196.22
Instagram,Campaign_17,405,7273jyzbb27s,Vital Herbs Mix,2025-02-25,48,79400.49
Twitter,Campaign_18,200,9bu1dgej1dg6,Herbal Extract,2024-08-21,97,47614.95
YouTube,Campaign_39,242,fwronbvpxd06,Weight Gainer,2023-02-08,16,73456.69
YouTube,Campaign_23,160,jgypm2fm72c6,Weight Gainer,2025-04-11,94,18366.11
Twitter,Campaign_33,405,z5tpwy0tuzg2,Herbal Skin Care Cream,2023-05-25,9,98172.68
YouTube,Campaign_8,319,vg35xdku6jed,Herbal Skin Care Cream,2024-03-04,60,56145.48
Instagram,Campaign_26,289,ad38youge4of,Fat Burner Capsules,2025-04-02,14,44230.11
Twitter,Campaign_68,323,633bq6fwsklw,Post Workout Drink,2025-05-21,80,75158.97
Instagram,Campaign_82,291,s8onkctq7vin,Multivitamin Tablets,2024-09-18,30,69305.22
Facebook,Campaign_58,353,5lvdo8yu98gf,Weight Loss Snack,2024-04-16,11,31341.06
YouTube,Campaign_1,331,ex6dcledo515,Weight Loss Snack,2025-03-04,30,87475.03
Facebook,Campaign_6,109,igjzae557o7r,Weight Loss Snack,2025-06-26,61,5597.58
Facebook,Campaign_91,438,ci2afi41jip2,Post Workout Drink,2023-07-08,75,55116.72
Facebook,Campaign_64,384,3rb1w0xwxvtx,Protein Powder,2024-03-14,78,45134.34
Facebook,Campaign_36,341,6poqbt55rebx,Post Workout Drink,2024-04-11,49,88018.24
YouTube,Campaign_50,413,gkya3z5ncy31,Post Workout Drink,2025-04-04,32,57358.03
YouTube,Campaign_73,436,zr7kq9mgm5p3,Weight Gainer,2023-12-17,12,9224.24
YouTube,Campaign_17,37,9vhg9p01zulg,Multivitamin Tablets,2022-12-23,80,53582.79
YouTube,Campaign_70,180,tdt2sgngyf4t,Speciality Supplement Pack,2022-12-19,20,20345.46
Twitter,Campaign_50,409,pa50bg5m61is,Protein Powder,2025-05-30,84,55713.21
Facebook,Campaign_19,89,vuccpugcgizz,Pre Workout Drink,2024-08-23,12,8078.77
YouTube,Campaign_91,337,m399arau76ux,Multivitamin Tablets,2023-07-13,41,72288.56
YouTube,Campaign_47,295,v2o2qszo1i73,Vital Herbs Mix,2022-09-02,26,8916.79
Instagram,Campaign_8,206,6mv3t0kg6umh,Weight Gainer,2023-10-07,20,28541.51
Twitter,Campaign_25,28,4gblckuhyd07,Protein Powder,2025-06-05,12,29961.0
Facebook,Campaign_29,143,dvrmy93pomv7,Vital Herbs Mix,2024-07-27,56,95049.39
YouTube,Campaign_88,363,mbci56fjpz42,Post Workout Drink,2024-08-29,83,13122.74
Twitter,Campaign_98,481,q8bz53gwtfcc,Pre Workout Drink,2023-08-25,0,7651.14
YouTube,Campaign_65,174,2sw01m4y04lf,Vital Herbs Mix,2024-10-05,47,45422.71
YouTube,Campaign_95,47,3cf08p1r3cl4,Weight Loss Snack,2022-12-22,53,39708.01
YouTube,Campaign_43,498,h9dato9bp12u,Herbal Skin Care Cream,2023-01-31,56,15359.83
Twitter,Campaign_33,286,j3a3tsazk8zy,Multivitamin Tablets,2022-12-28,98,22451.0
Instagram,Campaign_62,28,7eskzadbs9cw,Weight Gainer,2024-04-07,61,91206.3
Facebook,Campaign_87,82,qq2g1kvr6ax8,Multivitamin Tablets,2024-02-26,42,20843.39
Twitter,Campaign_91,51,kxxj0lebn52k,Herbal Extract,2023-01-07,49,28922.85
Instagram,Campaign_71,149,ocwdemm0uez1,Herbal Skin Care Cream,2022-08-25,100,34006.89
Instagram,Campaign_4,439,9yei8p4yedn2,Speciality Supplement Pack,2024-05-20,92,23249.37
Instagram,Campaign_86,377,z2v17tz63rrp,Herbal Skin Care Cream,2024-02-04,98,16790.89
Twitter,Campaign_98,400,ncsqc2vd8iqw,Weight Loss Snack,2024-10-16,88,11594.12
Instagram,Campaign_81,315,fjrbnvl0os3x,Weight Loss Snack,2025-02-27,75,54651.7
Twitter,Campaign_43,303,23ietyr9x20b,Weight Loss Snack,2023-01-04,28,10969.61
Twitter,Campaign_3,285,w2mrllgu1tlx,Herbal Skin Care Cream,2025-06-30,58,52412.85
YouTube,Campaign_58,40,zb63v1vqylbo,Post Workout Drink,2023-03-28,54,84911.31
Twitter,Campaign_42,35,s46a908cmqxg,Fat Burner Capsules,2025-03-17,6,67875.77
Twitter,Campaign_56,270,ymymmhlk1b17,Vital Herbs Mix,2025-07-24,42,12706.5
Facebook,Campaign_3,218,zyqzss8v5x6e,Pre Workout Drink,2024-08-15,18,65819.75
Twitter,Campaign_79,188,9d70qfx7a1l1,Post Workout Drink,2022-11-25,8,87118.77
YouTube,Campaign_90,173,cegoynry6k7a,Weight Gainer,2024-08-16,2,40497.61
YouTube,Campaign_12,402,ylprsjj8ek38,Weight Gainer,2023-01-27,10,38671.51
Twitter,Campaign_69,402,cjtqeaeq2ifq,Vital Herbs Mix,2023-09-06,34,51620.99
YouTube,Campaign_15,29,bkk2bilnpt95,Post Workout Drink,2024-10-28,52,45828.33
Instagram,Campaign_90,235,xj3y1xc2i92p,Fat Burner Capsules,2024-05-03,37,3404.37
Instagram,Campaign_26,99,v07uj4fqksd7,Post Workout Drink,2023-08-06,87,39112.73
Twitter,Campaign_76,101,gdp9ii37y3d2,Weight Loss Snack,2024-06-28,59,10413.83
YouTube,Campaign_60,113,fnc3cii1j0f5,Protein Powder,2022-10-26,13,42820.72
YouTube,Campaign_9,150,3qb38yhedxfe,Herbal Skin Care Cream,2023-05-19,21,73501.39
Instagram,Campaign_23,453,3jwe46xaad0x,Pre Workout Drink,2025-06-22,97,45067.27
Facebook,Campaign_6,479,h2mecyjxp7x8,Pre Workout Drink,2023-03-18,37,73317.07
Instagram,Campaign_36,201,0nhje1e3dyyw,Protein Powder,2024-10-13,89,87793.42
Twitter,Campaign_19,378,zl0ozt4lh19l,Weight Loss Snack,2023-06-18,19,35604.74
YouTube,Campaign_26,487,8oexntjw3x8g,Vital Herbs Mix,2024-12-13,21,12759.04
YouTube,Campaign_26,3,ghtv3sy80w5g,Multivitamin Tablets,2025-01-21,16,44500.73
Instagram,Campaign_56,70,sm7rbrxdy633,Fat Burner Capsules,2025-02-27,47,97046.08
Instagram,Campaign_47,451,m236mkzrrk6u,Weight Loss Snack,2025-05-09,27,96361.45
Twitter,Campaign_42,124,jvbp3bau57ot,Herbal Skin Care Cream,2023-12-02,60,77753.02
Instagram,Campaign_65,192,e0q32rv23u65,Speciality Supplement Pack,2023-09-15,0,72084.26
Facebook,Campaign_73,288,xnufa4afm3mh,Post Workout Drink,2025-06-16,15,85675.95
Instagram,Campaign_36,473,pdpu943fwjbu,Weight Loss Snack,2024-11-30,62,15747.51
Facebook,Campaign_58,153,oey6drhy1hnx,Weight Loss Snack,2023-01-13,74,93759.18
Facebook,Campaign_58,220,iyyviwst87qu,Weight Loss Snack,2025-06-30,99,93995.89
YouTube,Campaign_97,19,f7p2r6u0m2v0,Vital Herbs Mix,2023-05-20,0,17493.48
Facebook,Campaign_28,374,mw405g00r5y5,Weight Loss Snack,2025-01-16,72,91978.18
Twitter,Campaign_1,408,2pdi47kah8ox,Speciality Supplement Pack,2025-01-11,60,4863.07
YouTube,Campaign_86,36,enq7jbx9k7mn,Multivitamin Tablets,2024-03-30,87,18116.01
YouTube,Campaign_32,137,cticeaae5ezf,Weight Gainer,2022-10-23,16,62442.8
Facebook,Campaign_13,112,rxymm2798p7p,Protein Powder,2023-10-07,51,47703.35
YouTube,Campaign_5,437,rjhhzh139q0e,Protein Powder,2023-08-06,93,34726.87
YouTube,Campaign_19,398,p8v1uc8eanr1,Vital Herbs Mix,2022-09-12,75,51977.58
Instagram,Campaign_70,56,cgwj9s8u287m,Protein Powder,2023-11-22,99,28577.84
Twitter,Campaign_14,16,5c6reaguucqb,Post Workout Drink,2023-10-12,5,93310.99
YouTube,Campaign_45,383,39bw4q46derg,Protein Powder,2023-04-21,63,64057.69
Twitter,Campaign_67,352,870sb9fyy9v3,Herbal Extract,2023-02-08,76,96034.59
YouTube,Campaign_54,144,zsozacfaxr57,Herbal Skin Care Cream,2025-01-09,33,55129.25
Facebook,Campaign_25,80,ev1kgvxlobic,Multivitamin Tablets,2024-10-18,32,17343.19
Instagram,Campaign_39,172,lw2wz8em2bga,Fat Burner Capsules,2024-02-15,59,10265.43
Twitter,Campaign_38,357,7scpav7qa80e,Multivitamin Tablets,2024-09-24,46,81680.51
YouTube,Campaign_7,279,hapwpxs2lym9,Fat Burner Capsules,2025-01-01,10,91317.88
YouTube,Campaign_4,139,vudmk3p6owye,Weight Gainer,2022-12-15,55,67173.98
Instagram,Campaign_21,415,gpmte1el8it1,Herbal Skin Care Cream,2024-01-29,90,85141.62
Instagram,Campaign_13,59,lb8jod5jgk54,Fat Burner Capsules,2022-11-10,58,40325.22
Instagram,Campaign_3,379,6d27z5q8p6u5,Weight Loss Snack,2024-10-20,78,65281.91
Facebook,Campaign_53,369,ps4768tqw8do,Multivitamin Tablets,2023-01-30,48,56539.41
Facebook,Campaign_94,241,3px9kdqiut6h,Protein Powder,2023-06-10,6,38588.29
YouTube,Campaign_9,36,rcfu5d0mysf6,Protein Powder,2023-04-18,35,26429.62
YouTube,Campaign_96,94,99papkrvocsq,Post Workout Drink,2022-08-02,85,35059.68
Twitter,Campaign_37,224,ou966fb818y8,Multivitamin Tablets,2024-10-08,95,13217.19
Twitter,Campaign_23,474,f881en699fia,Post Workout Drink,2025-02-16,100,14613.17
Facebook,Campaign_9,252,2qsu2eizg1na,Speciality Supplement Pack,2025-04-25,4,43977.15
YouTube,Campaign_35,25,t0a573hxb8b6,Fat Burner Capsules,2023-05-12,2,21866.65
YouTube,Campaign_94,145,j393oxesp7j6,Herbal Extract,2025-03-24,9,58099.73
Twitter,Campaign_88,40,v4523arbbr7d,Vital Herbs Mix,2023-09-07,36,70134.45
Instagram,Campaign_33,437,ki5bbkv0x96k,Multivitamin Tablets,2023-01-28,12,28564.87
Instagram,Campaign_30,238,npxw4nszp566,Fat Burner Capsules,2024-09-11,39,60155.8
Instagram,Campaign_64,423,z230jnspsktr,Protein Powder,2023-08-21,66,81428.05
YouTube,Campaign_23,435,cgs5wj0vsghj,Vital Herbs Mix,2023-03-16,95,22800.38
Facebook,Campaign_39,136,ucfhh54s47eu,Vital Herbs Mix,2022-11-18,53,67076.68
Facebook,Campaign_17,153,aq3h8xaz8j2p,Multivitamin Tablets,2024-04-29,88,45064.54
Instagram,Campaign_54,417,7rn3j0qzokpv,Post Workout Drink,2022-11-03,3,28736.95
YouTube,Campaign_21,257,iddy0nxr2yq3,Post Workout Drink,2023-03-22,34,22987.22
YouTube,Campaign_55,144,73zn5roues0m,Post Workout Drink,2024-11-07,50,22602.45
Instagram,Campaign_65,247,xvl57cnkwstv,Protein Powder,2023-01-25,17,73478.14
Twitter,Campaign_27,23,s9qkjfpytyov,Pre Workout Drink,2024-07-18,63,36312.41
Twitter,Campaign_80,297,vt2is2jc2fo8,Post Workout Drink,2025-03-08,40,89568.97
YouTube,Campaign_54,236,hbf5jcdz93i3,Post Workout Drink,2024-09-07,84,42785.43
Twitter,Campaign_57,194,6de5jamslsle,Post Workout Drink,2023-01-31,28,30968.91
Instagram,Campaign_51,262,kfomjoqjq8hc,Weight Loss Snack,2024-02-15,1,22038.05
Facebook,Campaign_21,155,qutxq7xl886p,Weight Gainer,2024-12-07,89,26329.38
Facebook,Campaign_90,181,5xh4zuz0pjqt,Multivitamin Tablets,2024-02-26,92,99801.01
Facebook,Campaign_16,354,f8nbewud30e4,Post Workout Drink,2024-10-19,12,2306.61
Facebook,Campaign_41,146,7lqzgh2ytesn,Weight Loss Snack,2022-10-20,6,34100.81
Instagram,Campaign_98,258,e8qpu45b3ax7,Weight Loss Snack,2023-08-22,54,37206.68
YouTube,Campaign_52,391,43vc2w4054g8,Weight Loss Snack,2022-11-19,41,59941.45
Facebook,Campaign_62,44,qde12wuw60n3,Fat Burner Capsules,2024-07-17,26,62325.0
Instagram,Campaign_5,296,30pgboph2v9m,Herbal Extract,2025-02-18,68,22446.56
Instagram,Campaign_3,131,sk0nlydjixl7,Speciality Supplement Pack,2022-11-03,63,36434.46
YouTube,Campaign_8,496,vsky6c5tg8bk,Herbal Skin Care Cream,2023-10-01,41,27966.22
YouTube,Campaign_15,493,a8v0igbv7u2a,Pre Workout Drink,2024-12-21,35,4699.29
YouTube,Campaign_23,372,ja7hawqduily,Multivitamin Tablets,2022-10-22,85,68087.81
YouTube,Campaign_1,171,7e5rxrmjoppr,Pre Workout Drink,2023-02-14,18,79416.22
Instagram,Campaign_47,358,iludqd6od6ih,Herbal Extract,2024-07-24,73,61807.37
YouTube,Campaign_74,468,10ejqbeccxhj,Multivitamin Tablets,2024-01-24,8,61151.17
Instagram,Campaign_56,225,4wupr4tw5s63,Fat Burner Capsules,2024-06-16,41,91017.93
Twitter,Campaign_6,111,rh5u3vvbqevf,Weight Gainer,2023-01-17,13,64943.2
Instagram,Campaign_27,393,pvu2lydkg2d7,Multivitamin Tablets,2022-10-23,85,25638.21
YouTube,Campaign_26,356,gg3z4zldajjo,Speciality Supplement Pack,2023-09-07,50,8009.34
YouTube,Campaign_90,147,5okhf23pdfy9,Weight Loss Snack,2023-03-30,60,58374.92
Instagram,Campaign_84,422,zwqf78oslqbw,Fat Burner Capsules,2024-06-16,9,31843.44
Instagram,Campaign_9,440,677lrc6g1hav,Weight Gainer,2024-03-18,52,55750.68
Facebook,Campaign_49,487,6xh9m0p875kn,Weight Gainer,2023-03-24,63,24219.82
Facebook,Campaign_16,8,ortlqbk2whz3,Herbal Extract,2023-09-25,69,83435.99
YouTube,Campaign_45,454,m21o5k3ckohe,Protein Powder,2023-09-16,46,33250.57
Twitter,Campaign_60,300,lh913sd09oym,Pre Workout Drink,2023-01-21,25,66754.78
Instagram,Campaign_26,78,3mulob777ih0,Weight Gainer,2023-08-07,39,20589.48
Twitter,Campaign_49,363,fuojjfaf8edj,Fat Burner Capsules,2023-04-13,77,12014.62
Twitter,Campaign_23,104,m7w4hxiobcfp,Weight Gainer,2024-06-09,29,59654.87
YouTube,Campaign_2,489,hg4bc2fvfa2n,Fat Burner Capsules,2022-07-29,9,84118.49
Twitter,Campaign_94,150,1l9gfvnd9y7u,Weight Gainer,2023-04-19,1,34977.76
YouTube,Campaign_77,284,6ua2yy3hbtth,Speciality Supplement Pack,2024-02-21,32,93466.36
Facebook,Campaign_80,191,9krqwb9slo9n,Pre Workout Drink,2024-12-12,7,3756.61
Instagram,Campaign_26,152,lupya8whofym,Herbal Skin Care Cream,2023-08-15,47,24320.98
Facebook,Campaign_55,492,0tmg2pu2nu4h,Weight Loss Snack,2024-02-08,8,87231.72
Instagram,Campaign_65,180,6fq3rwk3otzz,Protein Powder,2022-07-31,57,66655.97
YouTube,Campaign_69,198,rbyqgyiw59od,Multivitamin Tablets,2024-06-12,41,26830.1
Facebook,Campaign_65,378,m7k0nt95ost1,Fat Burner Capsules,2024-09-01,11,14948.58
YouTube,Campaign_99,457,0z87wg8v961y,Speciality Supplement Pack,2025-04-16,78,1210.78
Instagram,Campaign_62,174,2x6mspzpdyj4,Pre Workout Drink,2022-10-18,89,74026.69
Twitter,Campaign_17,32,9ix5tteugqv2,Weight Loss Snack,2023-12-19,87,67610.2
Twitter,Campaign_32,161,x2h8v2wv3dyf,Fat Burner Capsules,2024-12-13,51,44756.04
Facebook,Campaign_97,51,7bnd1gafunh7,Weight Loss Snack,2024-10-30,95,18673.54
Twitter,Campaign_32,266,i3wyykatcrge,Pre Workout Drink,2025-02-18,42,31466.55
Instagram,Campaign_86,12,vpg4gma4ixqw,Weight Gainer,2023-07-31,10,29446.97
YouTube,Campaign_78,435,ouyaadu908nm,Pre Workout Drink,2023-11-02,72,26697.46
Twitter,Campaign_22,461,8h174tjh56rn,Speciality Supplement Pack,2023-05-26,68,88801.74
YouTube,Campaign_54,62,ckrpeqw6yqef,Herbal Extract,2024-09-14,1,30093.59
Twitter,Campaign_37,90,864bwx0s4t0k,Post Workout Drink,2025-02-21,59,91522.44
YouTube,Campaign_70,197,zxghexanvzgz,Weight Gainer,2023-09-19,30,34384.56
Facebook,Campaign_80,268,te0mznmxbfhd,Weight Loss Snack,2023-06-07,34,86639.92
Facebook,Campaign_30,146,qmkt6h6ra0dq,Herbal Extract,2022-10-23,51,55083.8
Facebook,Campaign_97,160,d29q3t08alls,Weight Loss Snack,2023-12-14,75,80143.03
Twitter,Campaign_4,342,51piagwkr37h,Fat Burner Capsules,2023-05-17,54,20437.07
Facebook,Campaign_30,361,4kymhvkcxall,Weight Loss Snack,2023-03-06,76,14594.49
Twitter,Campaign_90,152,ssfk7qirjqr0,Speciality Supplement Pack,2025-03-15,35,36132.63
YouTube,Campaign_54,132,u09xox3mslza,Herbal Skin Care Cream,2022-08-24,24,66712.52
Twitter,Campaign_65,333,rfgx9i0tuey6,Fat Burner Capsules,2024-08-01,74,19114.37
YouTube,Campaign_67,306,emdf3jphnb5v,Weight Gainer,2023-07-21,77,64433.56
YouTube,Campaign_37,151,ngblcqzj82zq,Speciality Supplement Pack,2023-04-17,58,50051.39
YouTube,Campaign_78,290,yjm3ppsohxf8,Weight Gainer,2023-03-31,79,75153.78
Instagram,Campaign_93,135,23qxawtci9su,Pre Workout Drink,2024-10-19,38,31711.3
Twitter,Campaign_21,229,6d143mo2op6v,Weight Loss Snack,2023-02-07,15,54695.68
YouTube,Campaign_6,146,mjobru2qlc65,Weight Gainer,2023-12-30,57,78158.15
Facebook,Campaign_26,1,q2efhazmiq5p,Weight Gainer,2024-09-04,14,47706.3
YouTube,Campaign_66,74,xlgfwmvytsu2,Speciality Supplement Pack,2023-04-24,87,66595.6
YouTube,Campaign_94,133,msgqgv8h0z6w,Multivitamin Tablets,2025-01-15,15,64273.45
Instagram,Campaign_34,260,f6b3isxhvt1k,Herbal Extract,2024-05-22,78,93580.13
Facebook,Campaign_70,500,keqvi0oyeic0,Weight Loss Snack,2024-08-26,14,16956.77
Twitter,Campaign_40,326,oqf8rm9iilao,Herbal Skin Care Cream,2024-04-16,56,93043.16
Twitter,Campaign_97,491,f4ogjcj5doh5,Pre Workout Drink,2024-10-03,43,13289.56
Facebook,Campaign_100,258,9g5hg5ughnbj,Vital Herbs Mix,2022-09-11,38,46412.78
Facebook,Campaign_25,364,n2e6xljkfcqj,Vital Herbs Mix,2023-04-03,83,69115.93
Instagram,Campaign_49,186,ukurk1ctzgwk,Speciality Supplement Pack,2023-08-08,14,73539.62
Instagram,Campaign_29,71,idnfe9o1xgjn,Herbal Extract,2025-06-12,15,78273.43
Twitter,Campaign_80,499,gvspj0lxwtr1,Herbal Skin Care Cream,2024-06-01,10,62622.22
Twitter,Campaign_82,440,ueiaq3j9x2hk,Multivitamin Tablets,2024-01-16,47,15834.15
YouTube,Campaign_47,17,5gyimq5glhc0,Speciality Supplement Pack,2025-03-05,22,24063.54
YouTube,Campaign_77,392,dj96irx3nghb,Weight Gainer,2025-06-09,66,96768.17
YouTube,Campaign_21,398,3cjop0vea3vo,Multivitamin Tablets,2023-06-09,78,44448.77
Instagram,Campaign_24,403,06v5f4c6vzbm,Herbal Extract,2024-02-25,45,56470.03
YouTube,Campaign_37,164,p4jdud6le9cb,Multivitamin Tablets,2023-06-13,4,32818.77
Twitter,Campaign_23,374,61g9f7wo948w,Weight Loss Snack,2023-03-08,23,60439.97
Twitter,Campaign_58,337,egt5jztfbqon,Pre Workout Drink,2023-12-15,83,37240.19
Facebook,Campaign_59,443,vw8sjbccd4eo,Protein Powder,2024-12-18,95,22335.2
Instagram,Campaign_1,106,xiri47c9ugz4,Herbal Skin Care Cream,2022-12-24,56,9465.52
YouTube,Campaign_46,500,0zvqlqp66zvg,Vital Herbs Mix,2024-12-21,24,14124.4
YouTube,Campaign_84,453,imruxvt3opqz,Weight Gainer,2024-10-06,52,13499.87
YouTube,Campaign_89,449,dnhjydak4u9m,Fat Burner Capsules,2025-03-19,34,79794.24
Twitter,Campaign_27,379,305t1ww8pawh,Vital Herbs Mix,2024-02-23,62,6039.7
Instagram,Campaign_28,330,lq7ar42ddkox,Fat Burner Capsules,2024-10-07,31,95622.69
Twitter,Campaign_86,265,n4kda24mks9v,Protein Powder,2023-04-12,49,63019.47
Instagram,Campaign_88,233,ioifji118l30,Vital Herbs Mix,2024-06-07,64,26526.59
Instagram,Campaign_43,494,pyn1qi5j32m7,Pre Workout Drink,2022-12-08,68,63053.73
YouTube,Campaign_70,209,fcgl3tkqvxcr,Herbal Extract,2023-08-02,23,51176.9
Twitter,Campaign_50,328,lgfr16wu19lf,Weight Gainer,2025-01-23,20,46751.94
Twitter,Campaign_8,454,2oj58ubcisjp,Protein Powder,2023-12-10,37,9897.62
YouTube,Campaign_72,391,cjduceful6hz,Speciality Supplement Pack,2023-07-13,67,45645.89
Facebook,Campaign_48,431,mzh75nifkcep,Weight Gainer,2025-03-27,11,59298.27
Twitter,Campaign_34,138,gjsfoijocvsg,Herbal Extract,2022-08-24,2,60778.59
Twitter,Campaign_35,26,fgnmv3xybd8c,Herbal Skin Care Cream,2024-01-04,6,80382.89
Twitter,Campaign_85,355,d5n9h32isnkt,Weight Gainer,2023-07-15,87,32714.87
YouTube,Campaign_54,410,kp2pxyw7dqtb,Weight Gainer,2023-02-08,41,84729.6
YouTube,Campaign_24,169,f6bio00o72q4,Post Workout Drink,2022-09-24,17,94814.22
Facebook,Campaign_7,287,m8nmkwcj8dl4,Weight Gainer,2024-08-04,70,7320.28
Instagram,Campaign_66,118,jm0d6fwunibw,Herbal Skin Care Cream,2023-11-04,76,35724.22
Instagram,Campaign_99,57,1gix5hy9lxl0,Fat Burner Capsules,2024-05-17,81,69049.65
Instagram,Campaign_46,415,banae2apzl90,Multivitamin Tablets,2023-05-21,96,98018.75
YouTube,Campaign_42,106,k3rf76pk90je,Protein Powder,2024-12-06,3,69045.03
Twitter,Campaign_10,478,z4uigkplrggb,Pre Workout Drink,2025-04-19,98,38958.42
Twitter,Campaign_2,414,i28shqengj9u,Herbal Skin Care Cream,2022-11-28,49,76500.03
Instagram,Campaign_44,220,6v6z8kv8n0wc,Protein Powder,2024-11-30,37,3769.73
Instagram,Campaign_70,49,zvl3xkkjlivb,Pre Workout Drink,2023-07-24,70,73272.74
Instagram,Campaign_85,12,cnkf54srnj62,Post Workout Drink,2024-02-19,5,45979.34
YouTube,Campaign_26,11,sqry1eyn70w1,Speciality Supplement Pack,2023-08-21,41,23287.01
Facebook,Campaign_95,233,pfxmbesb2lcr,Multivitamin Tablets,2024-03-11,55,11804.27
YouTube,Campaign_21,462,z3rj4biohk0v,Multivitamin Tablets,2024-03-10,83,71227.7
Facebook,Campaign_34,35,eyd5mlgmxzzx,Weight Gainer,2024-03-17,70,82540.31
Facebook,Campaign_54,54,heuoys78yp5s,Speciality Supplement Pack,2023-04-23,49,37621.86
Facebook,Campaign_42,357,sm0dl4ycpuuk,Herbal Skin Care Cream,2023-07-17,60,24746.62
Twitter,Campaign_65,105,bi7ijxm5lze6,Speciality Supplement Pack,2024-05-18,52,3662.95
Twitter,Campaign_79,475,hvoge67snvce,Post Workout Drink,2024-05-20,96,41160.49
YouTube,Campaign_57,323,8xpu46u15uts,Protein Powder,2023-10-08,10,62331.41
Twitter,Campaign_43,252,u3w90dpimrbz,Weight Loss Snack,2023-02-22,23,96606.41
