influencer_id,platform,date,URL,caption,reach,likes,comments
87,Facebook,2024-03-21,https://example.com/post/87/31672470,Post by Shweta Naidu on Gainers,72472,36765,4722
187,Twitter,2024-07-17,https://example.com/post/187/21976146,Post by Vikram Patel on Fat Burners,75589,23536,3774
133,Facebook,2025-03-20,https://example.com/post/133/44363268,Post by Vikram Malhotra on Pre/Post Workout,801216,57989,1150
482,YouTube,2023-04-04,https://example.com/post/482/86334111,Post by Pooja Menon on Herbs for Immunity,512976,5239,2977
440,YouTube,2024-03-03,https://example.com/post/440/63813150,Post by Shweta Chatterjee on Gainers,429902,81273,1056
226,YouTube,2024-08-14,https://example.com/post/226/78783800,Post by Anita Chatterjee on Herbs for Personal Care,886874,81921,2569
192,Instagram,2023-01-11,https://example.com/post/192/65457991,Post by Anita Mehta on Pre/Post Workout,531519,59044,2153
450,Instagram,2022-10-20,https://example.com/post/450/93297363,Post by Rohit Mehta on Speciality Supplements,676143,7528,2005
359,Twitter,2022-08-10,https://example.com/post/359/30744991,Post by Suresh Mehta on Pre/Post Workout,895498,13851,2381
193,Instagram,2023-06-14,https://example.com/post/193/86522053,Post by Vikram Joshi on Multivitamins,419675,9615,1827
199,Twitter,2025-02-25,https://example.com/post/199/99811868,Post by Sneha Iyer on Vital Herbs,99045,45785,3816
240,Facebook,2025-07-24,https://example.com/post/240/72391513,Post by Sneha Das on Gainers,115419,11298,1476
375,Facebook,2023-03-03,https://example.com/post/375/63277039,Post by Sanya Patel on Vital Herbs,806533,56819,1634
206,Instagram,2024-05-28,https://example.com/post/206/18653222,Post by Ravi Kumar on Gainers,333697,44932,4950
249,Instagram,2023-10-03,https://example.com/post/249/73917095,Post by Amit Mehta on Pre/Post Workout,120879,36537,3723
20,Instagram,2023-06-08,https://example.com/post/20/73077976,Post by Neha Chopra on Speciality Supplements,153582,83964,1748
164,Facebook,2022-09-27,https://example.com/post/164/90675244,Post by Sneha Gupta on Fat Burners,812813,49894,511
480,Facebook,2024-08-03,https://example.com/post/480/67728351,Post by Sneha Sharma on Speciality Supplements,497405,28023,443
109,Facebook,2022-09-09,https://example.com/post/109/66763408,Post by Priya Chatterjee on Herbs for Personal Care,283956,33089,1442
43,Instagram,2023-05-11,https://example.com/post/43/19295792,Post by Deepak Mehta on Herbs for Immunity,288210,53143,669
153,Twitter,2025-02-03,https://example.com/post/153/66334114,Post by Aditya Gupta on Herbs for Immunity,551269,28113,2125
95,Twitter,2022-11-12,https://example.com/post/95/22407255,Post by Neha Malhotra on Herbs for Personal Care,939429,56218,2801
494,YouTube,2024-03-24,https://example.com/post/494/32083283,Post by Karan Joshi on Herbs for Personal Care,209252,45830,3433
247,YouTube,2025-03-24,https://example.com/post/247/81874437,Post by Shweta Joshi on Weight Loss Foods,723291,21111,3578
182,Instagram,2024-09-28,https://example.com/post/182/11332984,Post by Amit Singh on Herbs for Personal Care,589155,78316,1626
40,Twitter,2023-05-17,https://example.com/post/40/53450650,Post by Ravi Reddy on Multivitamins,697320,96303,2592
8,YouTube,2023-05-29,https://example.com/post/8/71560177,Post by Suresh Sharma on Vital Herbs,980180,19381,4091
443,Instagram,2024-05-03,https://example.com/post/443/25248056,Post by Amit Sharma on Herbs for Immunity,831489,88385,3329
135,Instagram,2025-06-25,https://example.com/post/135/10493503,Post by Pooja Chopra on Herbs for Personal Care,473445,16528,3680
328,Twitter,2023-02-09,https://example.com/post/328/14897064,Post by Sneha Malhotra on Speciality Supplements,230242,97791,1537
216,Facebook,2023-06-30,https://example.com/post/216/90657252,Post by Pooja Kapoor on Herbs for Personal Care,396896,28379,2851
108,Twitter,2023-08-20,https://example.com/post/108/87421674,Post by Manish Menon on Weight Loss Foods,16069,48580,2980
9,Instagram,2024-04-03,https://example.com/post/9/51200201,Post by Rohit Verma on Herbs for Personal Care,527474,16400,4088
333,YouTube,2025-02-12,https://example.com/post/333/65573350,Post by Shweta Menon on Speciality Supplements,431321,46151,2885
425,Instagram,2024-12-13,https://example.com/post/425/80218664,Post by Vikram Gupta on Herbs for Immunity,803245,44067,928
475,Twitter,2023-07-20,https://example.com/post/475/71582256,Post by Ravi Kumar on Vital Herbs,450192,48955,1449
284,Twitter,2023-06-23,https://example.com/post/284/82848400,Post by Rahul Joshi on Multivitamins,458049,50062,2334
433,Facebook,2025-01-05,https://example.com/post/433/95108432,Post by Neha Verma on Gainers,298007,92074,812
45,Instagram,2023-02-22,https://example.com/post/45/22031000,Post by Sneha Joshi on Gainers,682180,2203,3369
54,Facebook,2025-05-06,https://example.com/post/54/93728466,Post by Vikram Gupta on Herbs for Personal Care,973269,71449,816
325,YouTube,2025-01-19,https://example.com/post/325/77560039,Post by Anita Kapoor on Weight Loss Foods,610467,4327,2374
437,Twitter,2024-12-02,https://example.com/post/437/38436861,Post by Rohit Iyer on Herbs for Personal Care,234705,59639,4518
196,YouTube,2023-03-16,https://example.com/post/196/36247650,Post by Divya Sharma on Gainers,898940,61598,1019
180,YouTube,2025-03-01,https://example.com/post/180/65423162,Post by Aditya Nair on Weight Loss Foods,953100,84573,3242
4,YouTube,2024-08-30,https://example.com/post/4/40056261,Post by Suresh Chatterjee on Pre/Post Workout,533216,37222,2192
451,Instagram,2024-01-17,https://example.com/post/451/51258084,Post by Karan Mehta on Herbs for Immunity,880214,54407,1978
3,Facebook,2024-11-20,https://example.com/post/3/14385512,Post by Ravi Mehta on Pre/Post Workout,17284,3490,1256
405,Instagram,2024-08-29,https://example.com/post/405/79654067,Post by Priya Malhotra on Pre/Post Workout,860868,97206,4914
163,YouTube,2024-06-10,https://example.com/post/163/32872143,Post by Priya Menon on Herbs for Immunity,600982,56413,1981
285,YouTube,2024-10-03,https://example.com/post/285/35858441,Post by Sneha Joshi on Gainers,647203,84517,3222
425,Instagram,2022-11-07,https://example.com/post/425/87558199,Post by Vikram Gupta on Herbs for Immunity,450946,16941,3198
373,Facebook,2023-07-15,https://example.com/post/373/64105718,Post by Sneha Chatterjee on Herbs for Personal Care,949092,41747,4237
82,Twitter,2025-01-05,https://example.com/post/82/41000202,Post by Divya Das on Proteins,105415,93114,1034
259,Instagram,2023-03-24,https://example.com/post/259/94750585,Post by Sanya Das on Fat Burners,605958,51431,2131
429,YouTube,2023-06-15,https://example.com/post/429/53272417,Post by Shweta Chopra on Vital Herbs,214660,12273,764
14,Twitter,2025-01-05,https://example.com/post/14/11548620,Post by Shweta Patel on Pre/Post Workout,660443,77813,1253
15,Twitter,2023-01-02,https://example.com/post/15/86744869,Post by Vikram Kumar on Pre/Post Workout,401980,3364,1069
233,Twitter,2024-07-27,https://example.com/post/233/35039011,Post by Rohit Joshi on Gainers,252366,85577,1816
153,Twitter,2023-08-25,https://example.com/post/153/81862482,Post by Aditya Gupta on Herbs for Immunity,882282,32195,3097
395,Twitter,2024-01-09,https://example.com/post/395/98484070,Post by Amit Naidu on Fat Burners,55262,36090,679
479,Instagram,2023-05-15,https://example.com/post/479/94213304,Post by Suresh Malhotra on Multivitamins,25264,83724,4746
444,Facebook,2023-02-21,https://example.com/post/444/24888976,Post by Deepak Verma on Herbs for Immunity,482430,78155,1005
55,Instagram,2023-05-11,https://example.com/post/55/47911547,Post by Vikram Joshi on Speciality Supplements,275721,23725,760
40,Twitter,2025-05-02,https://example.com/post/40/58505926,Post by Ravi Reddy on Multivitamins,958055,27309,3201
52,YouTube,2025-04-25,https://example.com/post/52/12947014,Post by Suresh Gupta on Herbs for Personal Care,434843,9693,3985
492,YouTube,2022-12-28,https://example.com/post/492/38225447,Post by Rahul Chatterjee on Fat Burners,721724,55088,3074
456,YouTube,2024-04-27,https://example.com/post/456/95033882,Post by Isha Reddy on Herbs for Immunity,953424,59147,1319
93,YouTube,2024-03-27,https://example.com/post/93/11361006,Post by Vikram Chatterjee on Speciality Supplements,948533,23469,4647
324,YouTube,2022-09-27,https://example.com/post/324/25731275,Post by Shweta Chopra on Fat Burners,360462,45503,3964
315,Twitter,2022-08-04,https://example.com/post/315/31258513,Post by Anita Verma on Proteins,548093,97265,2084
475,Twitter,2023-03-31,https://example.com/post/475/35883252,Post by Ravi Kumar on Vital Herbs,636553,3923,4390
12,Facebook,2025-06-19,https://example.com/post/12/78685213,Post by Karan Nair on Gainers,798925,20018,1771
444,Facebook,2024-08-10,https://example.com/post/444/25406645,Post by Deepak Verma on Herbs for Immunity,943221,28487,241
168,Twitter,2023-05-04,https://example.com/post/168/39495837,Post by Priya Gupta on Weight Loss Foods,88496,95436,1036
138,Instagram,2024-02-05,https://example.com/post/138/74635885,Post by Rohit Nair on Proteins,209915,12104,2855
363,Instagram,2024-03-18,https://example.com/post/363/72685550,Post by Sneha Das on Multivitamins,782393,65035,3572
263,Instagram,2024-10-21,https://example.com/post/263/35911301,Post by Amit Das on Herbs for Personal Care,263241,22720,1621
352,Twitter,2024-02-20,https://example.com/post/352/62724203,Post by Ravi Bhartia on Gainers,108892,76549,4813
160,Twitter,2023-06-29,https://example.com/post/160/37626276,Post by Rohit Bhartia on Gainers,758135,63991,3550
453,Twitter,2025-01-23,https://example.com/post/453/66873060,Post by Isha Nair on Speciality Supplements,626297,97971,2225
418,YouTube,2024-05-07,https://example.com/post/418/93605694,Post by Vikram Joshi on Vital Herbs,113783,79649,3137
220,Facebook,2023-09-07,https://example.com/post/220/86120515,Post by Pooja Malhotra on Speciality Supplements,371058,49065,526
231,Facebook,2023-07-02,https://example.com/post/231/14531191,Post by Divya Joshi on Pre/Post Workout,537196,33219,4807
210,YouTube,2024-03-17,https://example.com/post/210/91051682,Post by Deepak Iyer on Pre/Post Workout,867843,84604,4345
181,Facebook,2024-10-17,https://example.com/post/181/14018472,Post by Vikram Malhotra on Vital Herbs,121219,23630,2643
220,Facebook,2023-08-09,https://example.com/post/220/58015656,Post by Pooja Malhotra on Speciality Supplements,258234,9571,1762
337,YouTube,2024-08-24,https://example.com/post/337/59924201,Post by Pooja Sharma on Herbs for Personal Care,153085,41265,1001
5,Facebook,2024-05-07,https://example.com/post/5/11463110,Post by Aditya Menon on Vital Herbs,752622,43155,1751
239,Facebook,2024-05-13,https://example.com/post/239/41225585,Post by Priya Malhotra on Pre/Post Workout,589922,8731,3158
146,Twitter,2023-10-02,https://example.com/post/146/80767956,Post by Sneha Mehta on Herbs for Immunity,229026,13539,4595
143,YouTube,2022-12-25,https://example.com/post/143/87034049,Post by Suresh Patel on Speciality Supplements,937026,84757,3454
350,Facebook,2025-01-01,https://example.com/post/350/52652151,Post by Vikram Menon on Proteins,853905,42008,1623
101,YouTube,2022-11-03,https://example.com/post/101/76294734,Post by Deepak Iyer on Gainers,523873,6183,2248
216,Facebook,2023-03-26,https://example.com/post/216/26655437,Post by Pooja Kapoor on Herbs for Personal Care,475779,22481,4926
168,Twitter,2024-09-16,https://example.com/post/168/41732012,Post by Priya Gupta on Weight Loss Foods,605413,2837,2335
10,Twitter,2022-08-03,https://example.com/post/10/71977968,Post by Sanya Gupta on Gainers,299179,17228,3299
19,Twitter,2025-07-21,https://example.com/post/19/80801688,Post by Isha Joshi on Multivitamins,42020,44272,133
36,Twitter,2025-03-13,https://example.com/post/36/22766765,Post by Manish Das on Proteins,871161,54455,2465
141,Instagram,2024-05-04,https://example.com/post/141/56415774,Post by Amit Verma on Vital Herbs,420791,10505,4558
397,Instagram,2024-04-26,https://example.com/post/397/76279210,Post by Anjali Naidu on Proteins,643064,6219,3222
153,Twitter,2025-02-09,https://example.com/post/153/76214520,Post by Aditya Gupta on Herbs for Immunity,890897,84079,994
432,YouTube,2024-08-28,https://example.com/post/432/92943469,Post by Amit Malhotra on Pre/Post Workout,108734,3888,1835
25,Instagram,2022-08-15,https://example.com/post/25/28620619,Post by Aditya Sharma on Fat Burners,111242,42367,3569
116,YouTube,2023-07-08,https://example.com/post/116/21813404,Post by Sanya Gupta on Herbs for Personal Care,201445,94960,3021
418,YouTube,2022-08-04,https://example.com/post/418/17045220,Post by Vikram Joshi on Vital Herbs,273302,5696,907
25,Instagram,2024-04-08,https://example.com/post/25/20071990,Post by Aditya Sharma on Fat Burners,277537,43215,3109
139,Twitter,2023-07-08,https://example.com/post/139/28490280,Post by Vikram Malhotra on Proteins,612795,60434,982
65,Instagram,2024-05-08,https://example.com/post/65/29864422,Post by Aditya Mehta on Vital Herbs,790614,76613,3385
327,Facebook,2025-01-25,https://example.com/post/327/99689017,Post by Anita Gupta on Proteins,129317,68438,4322
124,Instagram,2025-03-29,https://example.com/post/124/98754019,Post by Amit Iyer on Speciality Supplements,514911,36821,2637
396,Twitter,2025-04-08,https://example.com/post/396/40310459,Post by Priya Menon on Fat Burners,97258,34628,2426
365,Twitter,2023-01-10,https://example.com/post/365/57380159,Post by Aditya Mehta on Herbs for Personal Care,586645,31818,1686
356,YouTube,2022-12-31,https://example.com/post/356/20085710,Post by Pooja Menon on Vital Herbs,519631,7949,1740
7,Twitter,2023-10-10,https://example.com/post/7/72834081,Post by Rahul Verma on Herbs for Personal Care,859271,50520,1539
250,Facebook,2023-02-24,https://example.com/post/250/55694444,Post by Pooja Sharma on Weight Loss Foods,219797,77451,4322
264,YouTube,2024-04-26,https://example.com/post/264/51852500,Post by Vikram Mehta on Multivitamins,743929,59559,1261
435,Facebook,2025-05-23,https://example.com/post/435/24181508,Post by Ravi Chatterjee on Speciality Supplements,959529,17097,1792
470,Facebook,2024-08-07,https://example.com/post/470/61751100,Post by Sneha Malhotra on Fat Burners,475409,81377,4206
104,YouTube,2024-10-21,https://example.com/post/104/35226688,Post by Neha Mehta on Gainers,72973,36466,3465
85,YouTube,2024-04-14,https://example.com/post/85/87476147,Post by Sanya Nair on Weight Loss Foods,680878,13427,1206
237,Instagram,2023-03-01,https://example.com/post/237/24790683,Post by Priya Patel on Proteins,253248,2224,3775
96,Twitter,2024-01-22,https://example.com/post/96/13836781,Post by Deepak Das on Multivitamins,500374,86804,4349
232,Facebook,2024-07-14,https://example.com/post/232/45645373,Post by Sanya Sharma on Multivitamins,125074,72179,688
182,Instagram,2024-12-24,https://example.com/post/182/38463020,Post by Amit Singh on Herbs for Personal Care,158936,52076,4113
221,YouTube,2025-05-30,https://example.com/post/221/54793758,Post by Neha Chopra on Proteins,56739,57897,2233
190,YouTube,2023-02-10,https://example.com/post/190/16594707,Post by Ravi Mehta on Herbs for Personal Care,681129,50187,3461
100,Facebook,2024-03-18,https://example.com/post/100/35427499,Post by Aditya Reddy on Pre/Post Workout,423253,23203,4866
142,Twitter,2025-07-13,https://example.com/post/142/91530308,Post by Anjali Kapoor on Vital Herbs,518594,68026,3551
56,Facebook,2022-11-04,https://example.com/post/56/96750938,Post by Manish Nair on Proteins,262036,14609,1798
59,Instagram,2022-11-10,https://example.com/post/59/14789956,Post by Manish Joshi on Proteins,604172,34938,1955
34,Twitter,2025-07-18,https://example.com/post/34/23560284,Post by Anita Malhotra on Speciality Supplements,289840,29733,3314
201,YouTube,2024-10-06,https://example.com/post/201/23596829,Post by Deepak Nair on Herbs for Personal Care,231569,96246,2197
254,Twitter,2023-09-19,https://example.com/post/254/32955139,Post by Pooja Iyer on Pre/Post Workout,824895,26733,2847
327,Facebook,2024-03-05,https://example.com/post/327/90035829,Post by Anita Gupta on Proteins,302967,96241,25
49,Instagram,2023-08-08,https://example.com/post/49/77543749,Post by Priya Kapoor on Gainers,952878,91862,3905
379,Twitter,2024-04-10,https://example.com/post/379/42026965,Post by Suresh Malhotra on Multivitamins,179501,41352,568
86,YouTube,2023-08-12,https://example.com/post/86/54581131,Post by Priya Kumar on Herbs for Immunity,944581,59716,1161
493,YouTube,2022-08-20,https://example.com/post/493/99393218,Post by Ravi Reddy on Weight Loss Foods,498654,56138,2736
11,YouTube,2023-07-23,https://example.com/post/11/45410956,Post by Vikram Das on Fat Burners,925065,10139,1398
348,Twitter,2022-08-13,https://example.com/post/348/89726022,Post by Priya Naidu on Weight Loss Foods,370249,62155,4777
1,Facebook,2025-04-20,https://example.com/post/1/43220287,Post by Isha Singh on Herbs for Immunity,496523,14387,370
420,Facebook,2022-08-29,https://example.com/post/420/86137251,Post by Rahul Nair on Gainers,714080,38147,1870
269,Instagram,2025-05-20,https://example.com/post/269/32455261,Post by Anjali Kumar on Weight Loss Foods,792666,19262,769
52,YouTube,2024-04-08,https://example.com/post/52/55053851,Post by Suresh Gupta on Herbs for Personal Care,475602,64362,2873
280,Instagram,2024-01-03,https://example.com/post/280/99041184,Post by Manish Chopra on Multivitamins,511125,33281,2984
235,YouTube,2022-08-21,https://example.com/post/235/57328711,Post by Priya Kumar on Speciality Supplements,316761,93131,2733
457,Twitter,2025-06-19,https://example.com/post/457/99112118,Post by Deepak Joshi on Vital Herbs,899583,78135,3967
58,Facebook,2024-01-28,https://example.com/post/58/79700460,Post by Isha Kumar on Multivitamins,764589,83909,169
76,Twitter,2024-11-11,https://example.com/post/76/39562206,Post by Priya Das on Speciality Supplements,692396,18614,2926
255,Facebook,2022-09-26,https://example.com/post/255/42798491,Post by Priya Gupta on Vital Herbs,606640,97175,3528
185,Twitter,2023-09-20,https://example.com/post/185/21982151,Post by Suresh Joshi on Vital Herbs,204258,49566,884
495,Facebook,2024-02-05,https://example.com/post/495/94139980,Post by Sneha Reddy on Speciality Supplements,712774,71473,3680
491,Twitter,2025-07-08,https://example.com/post/491/33481693,Post by Ravi Sharma on Multivitamins,279196,89056,2857
455,YouTube,2024-06-02,https://example.com/post/455/62482651,Post by Pooja Chopra on Herbs for Personal Care,618766,54745,2263
159,YouTube,2023-08-19,https://example.com/post/159/15516345,Post by Manish Joshi on Gainers,608667,68217,2812
428,Twitter,2023-04-02,https://example.com/post/428/68177965,Post by Priya Sharma on Multivitamins,834966,59691,4642
496,YouTube,2024-07-04,https://example.com/post/496/48709538,Post by Amit Chopra on Gainers,116543,1142,4087
475,Twitter,2023-05-22,https://example.com/post/475/72588071,Post by Ravi Kumar on Vital Herbs,714999,19740,4285
495,Facebook,2024-03-09,https://example.com/post/495/93724365,Post by Sneha Reddy on Speciality Supplements,586253,87123,1332
156,Twitter,2025-04-17,https://example.com/post/156/48689596,Post by Sanya Chatterjee on Proteins,68755,38680,127
233,Twitter,2022-10-16,https://example.com/post/233/39168908,Post by Rohit Joshi on Gainers,297765,77785,1011
28,Facebook,2025-04-20,https://example.com/post/28/51046667,Post by Vikram Joshi on Herbs for Personal Care,6337,56453,2885
339,YouTube,2022-07-26,https://example.com/post/339/16697739,Post by Priya Nair on Speciality Supplements,264647,18101,2868
450,Instagram,2024-02-25,https://example.com/post/450/77376391,Post by Rohit Mehta on Speciality Supplements,698644,73548,1270
489,Twitter,2023-01-17,https://example.com/post/489/46328564,Post by Deepak Joshi on Gainers,150573,96132,1611
222,Instagram,2023-01-06,https://example.com/post/222/49030787,Post by Karan Joshi on Herbs for Immunity,230489,4262,3876
478,YouTube,2024-07-20,https://example.com/post/478/43383774,Post by Karan Iyer on Herbs for Immunity,852138,88982,3164
217,Twitter,2024-10-19,https://example.com/post/217/23171952,Post by Anjali Chopra on Proteins,937413,34293,2474
306,Instagram,2024-04-21,https://example.com/post/306/33260196,Post by Sanya Bhartia on Herbs for Immunity,592299,57173,2641
412,YouTube,2023-05-06,https://example.com/post/412/36777331,Post by Anjali Malhotra on Pre/Post Workout,263165,17835,3410
284,Twitter,2023-09-06,https://example.com/post/284/50407893,Post by Rahul Joshi on Multivitamins,320811,11269,2435
291,Facebook,2025-02-23,https://example.com/post/291/83260153,Post by Karan Sharma on Multivitamins,193279,49328,3579
50,YouTube,2023-05-04,https://example.com/post/50/80675216,Post by Ravi Naidu on Pre/Post Workout,464367,91031,2566
258,Instagram,2024-07-26,https://example.com/post/258/72864748,Post by Anjali Nair on Speciality Supplements,372399,56105,3821
216,Facebook,2024-11-11,https://example.com/post/216/71912488,Post by Pooja Kapoor on Herbs for Personal Care,30017,73307,216
491,Twitter,2024-12-03,https://example.com/post/491/21868737,Post by Ravi Sharma on Multivitamins,793572,18476,2477
403,YouTube,2023-12-03,https://example.com/post/403/87889556,Post by Isha Joshi on Multivitamins,538087,48954,1042
318,YouTube,2024-03-16,https://example.com/post/318/17185483,Post by Neha Patel on Herbs for Personal Care,793026,51516,1031
207,YouTube,2022-08-06,https://example.com/post/207/72117013,Post by Rahul Joshi on Weight Loss Foods,847705,67946,3770
430,Facebook,2022-11-13,https://example.com/post/430/21362751,Post by Manish Chopra on Multivitamins,58349,35462,876
171,Instagram,2023-02-09,https://example.com/post/171/49000574,Post by Neha Malhotra on Fat Burners,593910,63156,2714
443,Instagram,2022-11-26,https://example.com/post/443/26299760,Post by Amit Sharma on Herbs for Immunity,777442,76676,4184
379,Twitter,2022-11-10,https://example.com/post/379/37523284,Post by Suresh Malhotra on Multivitamins,542342,18944,4604
380,Twitter,2025-05-04,https://example.com/post/380/28307667,Post by Sneha Verma on Vital Herbs,235402,88612,1267
155,Twitter,2024-04-21,https://example.com/post/155/10865811,Post by Priya Kapoor on Pre/Post Workout,845750,63614,1644
59,Instagram,2022-12-09,https://example.com/post/59/10004793,Post by Manish Joshi on Proteins,161455,79190,991
267,Twitter,2023-02-08,https://example.com/post/267/43179439,Post by Divya Malhotra on Pre/Post Workout,215217,13629,3880
13,Facebook,2025-05-25,https://example.com/post/13/69567958,Post by Anjali Das on Vital Herbs,410693,7344,997
154,Twitter,2024-10-30,https://example.com/post/154/74923735,Post by Suresh Iyer on Fat Burners,193984,30842,4478
134,Facebook,2025-01-09,https://example.com/post/134/98336648,Post by Deepak Nair on Multivitamins,648137,16197,3541
75,YouTube,2022-09-07,https://example.com/post/75/34804490,Post by Pooja Gupta on Pre/Post Workout,149568,97646,1971
88,Twitter,2025-06-06,https://example.com/post/88/83374285,Post by Neha Joshi on Pre/Post Workout,211083,62461,3935
149,YouTube,2024-03-08,https://example.com/post/149/99595102,Post by Isha Das on Gainers,105878,77220,4038
189,Twitter,2024-02-08,https://example.com/post/189/62504528,Post by Sneha Bhartia on Herbs for Immunity,405562,91492,879
238,Instagram,2024-11-24,https://example.com/post/238/67020114,Post by Ravi Chopra on Herbs for Personal Care,156363,3716,2321
235,YouTube,2023-03-28,https://example.com/post/235/85726861,Post by Priya Kumar on Speciality Supplements,409346,1494,4755
156,Twitter,2022-10-02,https://example.com/post/156/96585062,Post by Sanya Chatterjee on Proteins,683017,86189,3641
22,Facebook,2024-07-20,https://example.com/post/22/28697002,Post by Manish Menon on Speciality Supplements,491636,94823,3754
142,Twitter,2022-08-12,https://example.com/post/142/31248616,Post by Anjali Kapoor on Vital Herbs,376125,65669,4122
108,Twitter,2024-07-08,https://example.com/post/108/80471776,Post by Manish Menon on Weight Loss Foods,410599,67295,514
90,Twitter,2023-05-31,https://example.com/post/90/57226789,Post by Manish Bhartia on Herbs for Personal Care,688796,94318,4613
174,Instagram,2025-02-20,https://example.com/post/174/28795756,Post by Deepak Sharma on Proteins,292860,86353,2481
473,Twitter,2024-10-08,https://example.com/post/473/19155005,Post by Sanya Joshi on Fat Burners,961663,84609,3962
193,Instagram,2025-03-17,https://example.com/post/193/91314709,Post by Vikram Joshi on Multivitamins,691982,23692,4718
363,Instagram,2025-05-28,https://example.com/post/363/98436745,Post by Sneha Das on Multivitamins,551957,34027,1060
358,Twitter,2024-05-18,https://example.com/post/358/89034390,Post by Deepak Das on Herbs for Personal Care,609934,45675,4788
317,Instagram,2024-10-28,https://example.com/post/317/19069088,Post by Deepak Nair on Fat Burners,48111,3919,1303
119,Twitter,2023-02-07,https://example.com/post/119/99289816,Post by Isha Naidu on Multivitamins,112380,65511,3902
166,Facebook,2023-11-11,https://example.com/post/166/41758221,Post by Ravi Chopra on Vital Herbs,111553,22856,3146
387,Facebook,2024-12-01,https://example.com/post/387/18639582,Post by Amit Mehta on Fat Burners,65934,80253,2051
59,Instagram,2022-10-09,https://example.com/post/59/19782015,Post by Manish Joshi on Proteins,463976,49113,4968
324,YouTube,2022-09-23,https://example.com/post/324/33362909,Post by Shweta Chopra on Fat Burners,337759,14161,3682
194,YouTube,2023-04-23,https://example.com/post/194/95549812,Post by Aditya Joshi on Proteins,602651,72987,1636
101,YouTube,2023-12-24,https://example.com/post/101/75914731,Post by Deepak Iyer on Gainers,459767,89028,2343
116,YouTube,2023-09-10,https://example.com/post/116/31755295,Post by Sanya Gupta on Herbs for Personal Care,456148,69325,1575
45,Instagram,2022-09-12,https://example.com/post/45/94438474,Post by Sneha Joshi on Gainers,702138,12659,1667
18,Instagram,2023-05-08,https://example.com/post/18/10702802,Post by Rahul Reddy on Multivitamins,378027,53530,4655
280,Instagram,2022-12-19,https://example.com/post/280/55729498,Post by Manish Chopra on Multivitamins,195305,89488,4326
255,Facebook,2023-08-18,https://example.com/post/255/37846793,Post by Priya Gupta on Vital Herbs,599076,62143,4102
181,Facebook,2024-07-24,https://example.com/post/181/93010827,Post by Vikram Malhotra on Vital Herbs,944462,73279,1129
411,YouTube,2022-12-09,https://example.com/post/411/68905216,Post by Karan Malhotra on Multivitamins,449278,82031,3081
448,Facebook,2022-12-17,https://example.com/post/448/86390345,Post by Suresh Menon on Fat Burners,82939,16721,4237
153,Twitter,2023-02-16,https://example.com/post/153/25827960,Post by Aditya Gupta on Herbs for Immunity,523937,30271,421
308,YouTube,2024-06-01,https://example.com/post/308/13025600,Post by Shweta Chopra on Multivitamins,235903,38047,2059
200,Instagram,2024-07-26,https://example.com/post/200/19120472,Post by Priya Kumar on Gainers,915822,20741,2359
39,Instagram,2025-07-23,https://example.com/post/39/87222958,Post by Ravi Das on Weight Loss Foods,254124,67913,4096
160,Twitter,2024-10-19,https://example.com/post/160/93033115,Post by Rohit Bhartia on Gainers,60399,71607,908
299,Facebook,2025-03-15,https://example.com/post/299/45306385,Post by Deepak Chatterjee on Weight Loss Foods,685963,3979,264
174,Instagram,2024-12-04,https://example.com/post/174/45014869,Post by Deepak Sharma on Proteins,211251,43898,486
72,Twitter,2023-09-16,https://example.com/post/72/83428820,Post by Pooja Joshi on Herbs for Immunity,857437,96240,2700
474,Twitter,2022-11-29,https://example.com/post/474/41624005,Post by Deepak Malhotra on Herbs for Immunity,518530,9606,4619
464,Instagram,2022-10-05,https://example.com/post/464/56418606,Post by Anjali Das on Herbs for Personal Care,75200,54607,4900
379,Twitter,2023-01-06,https://example.com/post/379/84011044,Post by Suresh Malhotra on Multivitamins,503028,17019,2216
371,Facebook,2022-10-18,https://example.com/post/371/23966860,Post by Priya Naidu on Vital Herbs,38329,65139,4158
116,YouTube,2024-07-11,https://example.com/post/116/67917038,Post by Sanya Gupta on Herbs for Personal Care,501792,39819,1865
11,YouTube,2022-11-15,https://example.com/post/11/13537149,Post by Vikram Das on Fat Burners,812192,25762,4376
312,Facebook,2024-09-08,https://example.com/post/312/12428651,Post by Anjali Kapoor on Herbs for Personal Care,580334,63249,427
199,Twitter,2024-09-04,https://example.com/post/199/26809078,Post by Sneha Iyer on Vital Herbs,451592,91975,3496
282,YouTube,2023-05-03,https://example.com/post/282/25513314,Post by Anjali Das on Fat Burners,460226,15515,3012
181,Facebook,2023-08-25,https://example.com/post/181/56053543,Post by Vikram Malhotra on Vital Herbs,458729,7642,1951
119,Twitter,2023-01-29,https://example.com/post/119/89002900,Post by Isha Naidu on Multivitamins,11537,29819,3383
383,Facebook,2022-10-26,https://example.com/post/383/11999650,Post by Suresh Chatterjee on Vital Herbs,916675,94399,2047
417,Instagram,2022-11-18,https://example.com/post/417/20282645,Post by Ravi Chopra on Herbs for Immunity,60406,16658,3592
93,YouTube,2024-02-23,https://example.com/post/93/15867922,Post by Vikram Chatterjee on Speciality Supplements,330384,45881,4934
336,YouTube,2023-12-07,https://example.com/post/336/49246971,Post by Amit Kapoor on Speciality Supplements,137017,79495,3258
246,Twitter,2023-04-01,https://example.com/post/246/98126056,Post by Deepak Chopra on Gainers,81534,10061,2049
